0,clear_day
1,partly_cloudy_day
2,partly_cloudy_day
3,clear_day
4,rain
5,cloudy
6,clear_day
7,clear_day
8,clear_day
9,clear_day
10,partly_cloudy_day
11,cloudy
12,rain
13,cloudy
14,partly_cloudy_day
15,partly_cloudy_day
16,partly_cloudy_day
17,partly_cloudy_day
18,partly_cloudy_day
19,partly_cloudy_day
20,partly_cloudy_day
21,clear_day
22,partly_cloudy_day
23,cloudy
24,cloudy
25,cloudy
26,snow
27,snow
28,snow
29,partly_cloudy_day
30,cloudy
31,cloudy
32,cloudy
33,cloudy
34,partly_cloudy_day
35,clear_day
36,partly_cloudy_day
37,partly_cloudy_day
38,clear_day
39,clear_day
40,clear_day
41,clear_day
42,clear_day
43,clear_day
44,rain
45,cloudy
46,partly_cloudy_day
47,clear_day
48,partly_cloudy_day
49,cloudy
50,rain
51,cloudy
52,rain
53,cloudy
54,rain
55,cloudy
56,cloudy
57,rain
58,cloudy
59,clear_day
60,rain
61,partly_cloudy_day
62,cloudy
63,snow
64,partly_cloudy_day
65,cloudy
66,cloudy
67,partly_cloudy_day
68,partly_cloudy_day
69,clear_day
70,clear_day
71,partly_cloudy_day
72,cloudy
73,cloudy
74,cloudy
75,rain
76,rain
77,rain
78,cloudy
79,partly_cloudy_day
80,partly_cloudy_day
81,partly_cloudy_day
82,partly_cloudy_day
83,partly_cloudy_day
84,rain
85,partly_cloudy_day
86,partly_cloudy_day
87,cloudy
88,partly_cloudy_day
89,partly_cloudy_day
90,cloudy
91,cloudy
92,rain
93,rain
94,rain
95,rain
96,cloudy
97,partly_cloudy_day
98,clear_day
99,partly_cloudy_day
100,partly_cloudy_day
101,partly_cloudy_day
102,cloudy
103,clear_day
104,cloudy
105,clear_day
106,cloudy
107,cloudy
108,rain
109,partly_cloudy_day
110,partly_cloudy_day
111,partly_cloudy_day
112,partly_cloudy_day
113,partly_cloudy_day
114,clear_day
115,clear_day
116,cloudy
117,rain
118,partly_cloudy_day
119,clear_day
120,rain
121,cloudy
122,partly_cloudy_day
123,cloudy
124,cloudy
125,partly_cloudy_day
126,partly_cloudy_day
127,partly_cloudy_day
128,partly_cloudy_day
129,partly_cloudy_day
130,partly_cloudy_day
131,partly_cloudy_day
132,clear_day
133,partly_cloudy_day
134,rain
135,partly_cloudy_day
136,partly_cloudy_day
137,rain
138,partly_cloudy_day
139,partly_cloudy_day
140,clear_day
141,clear_day
142,cloudy
143,partly_cloudy_day
144,clear_day
145,partly_cloudy_day
146,rain
147,cloudy
148,rain
149,partly_cloudy_day
150,partly_cloudy_day
151,partly_cloudy_day
152,rain
153,cloudy
154,partly_cloudy_day
155,clear_day
156,partly_cloudy_day
157,rain
158,cloudy
159,cloudy
160,cloudy
161,partly_cloudy_day
162,clear_day
