date,high_T,low_T,skycon,skycon2
2016/9/17,27,21,partly_cloudy_day,cloudy
2016/9/18,28,20,partly_cloudy_day,cloudy
2016/9/19,26,18,partly_cloudy_day,cloudy
2016/9/20,25,17,partly_cloudy_day,cloudy
2016/9/21,24,17,cloudy,cloudy
2016/9/22,27,18,partly_cloudy_day,cloudy
2016/9/23,27,19,partly_cloudy_day,cloudy
2016/9/24,28,20,partly_cloudy_day,cloudy
2016/9/25,28,21,partly_cloudy_day,cloudy
2016/9/26,29,22,partly_cloudy_day,cloudy
2016/9/27,30,23,rain,rain
2016/9/28,24,19,rain,rain
2016/9/29,21,17,rain,rain
2016/9/30,22,19,rain,rain
